file,status,has_pred,det_ms,iou,gt_kind
IMG_4066_jpg.rf.X3LPkSFli0thC64tqeBQ.jpg,ok,True,1807.1357240000907,0.4608591365742979,segmentation
IMG_4065_jpg.rf.iIAppnzJGpaWS2Il3nId.jpg,ok,True,1827.772578999884,0.49346283647764766,segmentation
IMG_4051_jpg.rf.4zrh75abdNIk0T468Za9.jpg,ok,True,1863.6041160002605,0.4947456190755383,segmentation
IMG_4026_jpg.rf.lUpgq4J6hermSdMxi2gQ.jpg,ok,True,2085.8478150003066,0.5021847031420013,segmentation
IMG_4017_jpg.rf.h37IccEyHg96cUKnkdbW.jpg,ok,True,2214.232123000329,0.5185515474558989,segmentation
IMG_4057_jpg.rf.SFhbxFGHJbbUZMSAOp2c.jpg,ok,True,1947.5451050002448,0.5195793482345671,segmentation
IMG_4061_jpg.rf.UcfmMUXPUM3hYH5sAjNt.jpg,ok,True,2183.628638999835,0.5286644511990316,segmentation
IMG_4024_jpg.rf.KoNvjJ4nor1VorQEZ1uX.jpg,ok,True,1857.9418899998927,0.5336377556746494,segmentation
IMG_4013_jpg.rf.s0QRC0feeVJeg59ohFTe.jpg,ok,True,1741.8262229998618,0.5375767330378699,segmentation
IMG_4052_jpg.rf.u3NRFmQu51dfaPo5V788.jpg,ok,True,1797.7941829999509,0.5394925353715502,segmentation
IMG_3999_jpg.rf.AmI2qM2y4b6o4wuWybiz.jpg,ok,True,1832.7451260001908,0.5416943813783611,segmentation
IMG_4025_jpg.rf.ukO4dUSXhPVhoQEufq0F.jpg,ok,True,2569.484991000081,0.5522551427024193,segmentation
IMG_4027_jpg.rf.T4sTYCER6iznOaA50NEI.jpg,ok,True,1779.5658130003176,0.5545693009581425,segmentation
IMG_4023_jpg.rf.YwerLSD5NA7pkAjhlykn.jpg,ok,True,1831.770594000318,0.5573614390008137,segmentation
IMG_4059_jpg.rf.zawmVoYmQQDsMDrJXzol.jpg,ok,True,1778.140207999968,0.5674073212733921,segmentation
IMG_4029_jpg.rf.D5pLlHEqZ2dLf6i6QBWO.jpg,ok,True,1787.5592949999373,0.5745146377074257,segmentation
IMG_3995_jpg.rf.xI2sjvlrpBxrep7xjonW.jpg,ok,True,1759.501044999979,0.575226282161436,segmentation
IMG_3998_jpg.rf.q0BIsoqYwhidReXI7mep.jpg,ok,True,1891.2467000000106,0.5764814346495589,segmentation
IMG_4005_jpg.rf.5yAjSsqoVmlrtDgOPEow.jpg,ok,True,2271.910804000072,0.5784540842662853,segmentation
IMG_4068_jpg.rf.nGa5k5AZ7BLh0GbmIcma.jpg,ok,True,1682.6095020001048,0.5816672770947693,segmentation
IMG_4020_jpg.rf.yBF60PCfO6DWmawAeYY1.jpg,ok,True,1811.3284219998604,0.5834040254651846,segmentation
IMG_4053_jpg.rf.nHYufvnUH2VDGebMGZxC.jpg,ok,True,2242.3678079999263,0.5841772584055668,segmentation
IMG_4060_jpg.rf.A1XWDz26H0XBrAe5KhmO.jpg,ok,True,1792.7916909998203,0.588066748681249,segmentation
IMG_3996_jpg.rf.IGuhdFZENimhOtNVRLnd.jpg,ok,True,2582.510318000004,0.5890188888620848,segmentation
IMG_4004_jpg.rf.AXxCcLS4LiGr7P585iTZ.jpg,ok,True,1792.9397960001552,0.5896291662091006,segmentation
IMG_4009_jpg.rf.7X6vVZhSq4yfxVYD8s3I.jpg,ok,True,1745.9407019996434,0.5921940494135411,segmentation
IMG_4067_jpg.rf.QPp04jPFMS7rnQagj06S.jpg,ok,True,1794.7152599999754,0.5983231539480205,segmentation
IMG_4018_jpg.rf.99xwrXXMeDwvKE0j9Tll.jpg,ok,True,1797.3055279999244,0.604972114780967,segmentation
IMG_3985_jpg.rf.eFV6NxOKIo9vCAJ5YvQo.jpg,ok,True,1851.9832719998703,0.6097505430859297,segmentation
IMG_3989_jpg.rf.cWNfXoVCzac8xFnqgCyb.jpg,ok,True,1792.5618290000784,0.6146630306128182,segmentation
IMG_4064_jpg.rf.gLLc4b53xPjyS1koc53C.jpg,ok,True,2356.797538000137,0.6174806543213756,segmentation
IMG_4016_jpg.rf.yx3wO7fVScTvhmRXBF1G.jpg,ok,True,2413.3798319999187,0.6350837185648391,segmentation
IMG_3992_jpg.rf.HQGTxfuqUQe3WygZai2c.jpg,ok,True,1654.1552329999831,0.6359134132974108,segmentation
IMG_3997_jpg.rf.gM8mergq3RaGxVU0GgU1.jpg,ok,True,1996.2291430001642,0.6381370637754369,segmentation
IMG_4054_jpg.rf.aoyozh3Urc15bQwhQ8Ox.jpg,ok,True,2218.1977620002726,0.6396918433092785,segmentation
IMG_4003_jpg.rf.d3sknQQ1DYqzl1viOA8v.jpg,ok,True,1861.4920139998503,0.6424482581996048,segmentation
IMG_4055_jpg.rf.0kkGRRwbYcROqQolttNU.jpg,ok,True,1882.573948999834,0.643171876872822,segmentation
IMG_4015_jpg.rf.B1KX7ClQcG4GK8RNL5lw.jpg,ok,True,1833.8706879999336,0.6470532870839854,segmentation
IMG_4008_jpg.rf.nOLg5rqbflDbD4IlQLzM.jpg,ok,True,2093.327805000172,0.6472235749037537,segmentation
IMG_4012_jpg.rf.wyBa5bkYhoZI1lRlr8NS.jpg,ok,True,1941.8477489998622,0.6486018900518975,segmentation
22e74efb18b2d88fba63d25a61bf5f97_jpg.rf.okcmbZ6jYYtEkADS1Szs.jpg,ok,True,1544.3345049998243,0.6553177640375972,segmentation
97aeb1f9b745a929e9ac0848acb53a1a_jpg.rf.Az2qVwefwgYq6eNN1CLT.jpg,ok,True,944.5273960000122,0.6615053767288412,segmentation
1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.bdjuPRDGHl6VQiFIUd7p.jpg,ok,True,900.8305790002851,0.6671419446409318,segmentation
3baf85c957b9d28a16c0b65cb2ef0d29_jpg.rf.T9LARZyo5r3ArBcaucKI.jpg,ok,True,920.7236279999051,0.6884612186008371,segmentation
IMG_0167_JPG_jpg.rf.pF9KjVImsTXHhQLS3xC5.jpg,ok,True,908.7288969999463,0.6906080071651742,segmentation
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.7HwNfDOHS4xFK62Uposd.jpg,ok,True,1366.4776400000846,0.6936829148179608,segmentation
424d6506342fa2471e71586675ed092c_jpg.rf.2mtI2uMRLyinPaT7ja4Q.jpg,ok,True,914.7368499998265,0.6944138578201109,segmentation
389b4c47568c78c44df11dbb1377ffea_jpg.rf.tNXu46DuOkyEoP9eP6MS.jpg,ok,True,1058.911905000059,0.6949597416085351,segmentation
4de23afff63bc169b4ebe547a9c9b692_jpg.rf.6VzbSd1yySil8gxGpTSv.jpg,ok,True,964.4492699999319,0.699532011584371,segmentation
d29148a2233950a7777285281cbfccff_jpg.rf.iJR9IMSyVUNqzfonCVb1.jpg,ok,True,951.1798210000961,0.7014737806380096,segmentation
